"loan_amnt";"funded_amnt";"int_rate";"grade";"emp_length";"home_ownership";"annual_inc";"loan_status";"purpose";"dti";"loan_status_1";"int_rate_grp";"emp_len_grp"
24;24;16;"E";"2 years";"MORTGAGE";136,5;"Charged Off";"small_business";14,45;"default_new";"Medium";"Junior"
25;25;18;"F";"8 years";"MORTGAGE";100;"Charged Off";"credit_card";19,75;"default_new";"Medium";"Mid-level"
25;25;15;"D";"< 1 year";"MORTGAGE";136,5;"Charged Off";"home_improvement";14,72;"default_new";"Medium";"Junior"
13,8;13,8;13;"C";"2 years";"RENT";57,6;"Charged Off";"debt_consolidation";17,5;"default_new";"Medium";"Junior"
25;25;17;"E";"4 years";"RENT";55;"Charged Off";"small_business";9,36;"default_new";"Medium";"Junior"
15,2;15,2;14;"C";"< 1 year";"RENT";43;"Charged Off";"debt_consolidation";17,19;"default_new";"Medium";"Junior"
10;10;11;"B";"3 years";"MORTGAGE";80;"Charged Off";"home_improvement";10,59;"default_new";"Medium";"Junior"
5;5;15;"D";"2 years";"RENT";126;"Charged Off";"small_business";12,13;"default_new";"Medium";"Junior"
15;15;11;"B";"10+ years";"MORTGAGE";89;"Charged Off";"home_improvement";3,76;"default_new";"Medium";"Senior"
10;10;18;"F";"3 years";"RENT";80;"Charged Off";"medical";0,08;"default_new";"Medium";"Junior"
8;8;12;"B";"< 1 year";"MORTGAGE";52;"Charged Off";"credit_card";7,04;"default_new";"Medium";"Junior"
12;12;14;"D";"1 year";"RENT";84;"Charged Off";"other";15,06;"default_new";"Medium";"Junior"
2,85;2,85;11;"B";"5 years";"OWN";24;"Charged Off";"debt_consolidation";24,7;"default_new";"Medium";"Mid-level"
9;9;12;"C";"< 1 year";"RENT";98;"Charged Off";"debt_consolidation";8,49;"default_new";"Medium";"Junior"
25;25;18;"F";"5 years";"RENT";54;"Charged Off";"debt_consolidation";10,04;"default_new";"Medium";"Mid-level"
12;12;16;"D";"3 years";"OWN";28;"Charged Off";"debt_consolidation";12,13;"default_new";"Medium";"Junior"
2;2;16;"E";"4 years";"RENT";136,5;"Charged Off";"other";1,77;"default_new";"Medium";"Junior"
9,975;9,975;11;"B";"8 years";"RENT";60;"Charged Off";"medical";18,98;"default_new";"Medium";"Mid-level"
6;6;14;"D";"10+ years";"MORTGAGE";58;"Charged Off";"debt_consolidation";12,95;"default_new";"Medium";"Senior"
1,8;1,8;12;"B";"1 year";"RENT";18;"Charged Off";"other";6,33;"default_new";"Medium";"Junior"
3,5;3,5;14;"D";"< 1 year";"MORTGAGE";19,0128;"Charged Off";"debt_consolidation";5,24;"default_new";"Medium";"Junior"
14,4;14,4;12;"C";"3 years";"MORTGAGE";48;"Charged Off";"credit_card";5,42;"default_new";"Medium";"Junior"
12;12;14;"D";"< 1 year";"RENT";40;"Charged Off";"other";16,44;"default_new";"Medium";"Junior"
4,8;4,8;16;"E";"10+ years";"RENT";73,2;"Charged Off";"other";19,98;"default_new";"Medium";"Senior"
8;8;14;"C";"8 years";"MORTGAGE";74,4;"Charged Off";"other";12,21;"default_new";"Medium";"Mid-level"
8;8;20;"G";"< 1 year";"RENT";30;"Charged Off";"small_business";8,12;"default_new";"High";"Junior"
5;5;8;"A";"< 1 year";"RENT";30;"Charged Off";"debt_consolidation";9,04;"default_new";"Low";"Junior"
20;20;11;"B";"< 1 year";"RENT";136,5;"Charged Off";"other";2,73;"default_new";"Medium";"Junior"
3,25;3,25;14;"C";"5 years";"RENT";20,4;"Charged Off";"debt_consolidation";22,41;"default_new";"Medium";"Mid-level"
12;12;12;"C";"< 1 year";"RENT";40;"Charged Off";"debt_consolidation";19,32;"default_new";"Medium";"Junior"
15;15;11;"B";"9 years";"MORTGAGE";62,5;"Charged Off";"major_purchase";9,35;"default_new";"Medium";"Senior"
10;10;15;"D";"3 years";"RENT";45;"Charged Off";"small_business";5,41;"default_new";"Medium";"Junior"
24;24;18;"F";"4 years";"OWN";136,5;"Charged Off";"major_purchase";7,09;"default_new";"Medium";"Junior"
20;20;14;"D";"3 years";"RENT";62;"Charged Off";"debt_consolidation";9,41;"default_new";"Medium";"Junior"
3,5;3,5;11;"B";"1 year";"RENT";90;"Charged Off";"other";4,33;"default_new";"Medium";"Junior"
13;13;11;"B";"2 years";"RENT";45;"Charged Off";"debt_consolidation";6;"default_new";"Medium";"Junior"
19;19;7;"A";"10+ years";"RENT";54;"Charged Off";"car";7;"default_new";"Low";"Senior"
3;3;11;"B";"2 years";"RENT";14,4;"Charged Off";"other";4,17;"default_new";"Medium";"Junior"
6,4;6,4;15;"D";"2 years";"RENT";47;"Charged Off";"debt_consolidation";8,94;"default_new";"Medium";"Junior"
25;25;16;"E";"1 year";"RENT";48,36;"Charged Off";"small_business";10,52;"default_new";"Medium";"Junior"
20;20;12;"B";"< 1 year";"RENT";136,5;"Charged Off";"debt_consolidation";21,17;"default_new";"Medium";"Junior"
3,5;3,5;12;"B";"2 years";"OWN";25,78836;"Charged Off";"other";3,44;"default_new";"Medium";"Junior"
4;4;12;"B";"2 years";"RENT";41;"Charged Off";"debt_consolidation";16,65;"default_new";"Medium";"Junior"
10;10;12;"B";"< 1 year";"MORTGAGE";18;"Charged Off";"home_improvement";10,07;"default_new";"Medium";"Junior"
4,8;4,8;7;"A";"10+ years";"OWN";43,8;"Charged Off";"car";7,37;"default_new";"Low";"Senior"
7,5;7,5;7;"A";"1 year";"RENT";12,72;"Charged Off";"car";0;"default_new";"Low";"Junior"
7;7;12;"B";"4 years";"RENT";30;"Charged Off";"debt_consolidation";19,36;"default_new";"Medium";"Junior"
5;5;16;"D";"10+ years";"RENT";51,2;"Charged Off";"other";8,88;"default_new";"Medium";"Senior"
2,5;2,5;13;"C";"2 years";"RENT";40;"Charged Off";"debt_consolidation";7,89;"default_new";"Medium";"Junior"
4;4;12;"C";"2 years";"RENT";18;"Charged Off";"other";7;"default_new";"Medium";"Junior"
10;10;8;"A";"10+ years";"MORTGAGE";136,5;"Charged Off";"debt_consolidation";15,75;"default_new";"Low";"Senior"
2,5;2,5;20;"G";"4 years";"MORTGAGE";45,6;"Charged Off";"house";0,53;"default_new";"High";"Junior"
13;13;13;"C";"4 years";"RENT";36;"Charged Off";"debt_consolidation";22,53;"default_new";"Medium";"Junior"
6,5;6,5;14;"C";"< 1 year";"MORTGAGE";25,2;"Charged Off";"home_improvement";16,38;"default_new";"Medium";"Junior"
15;15;16;"E";"< 1 year";"RENT";60,225;"Charged Off";"small_business";2,11;"default_new";"Medium";"Junior"
3,5;3,5;8;"A";"< 1 year";"OWN";40,8;"Charged Off";"home_improvement";8,56;"default_new";"Low";"Junior"
1,5;1,5;11;"B";"< 1 year";"RENT";18;"Charged Off";"other";7,07;"default_new";"Medium";"Junior"
13,75;13,75;13;"C";"2 years";"MORTGAGE";42;"Charged Off";"debt_consolidation";24,03;"default_new";"Medium";"Junior"
6,2;6,2;11;"B";"< 1 year";"OWN";24;"Charged Off";"debt_consolidation";8,9;"default_new";"Medium";"Junior"
15,25;15,25;16;"E";"5 years";"RENT";28,08;"Charged Off";"small_business";13,16;"default_new";"Medium";"Mid-level"
10,5;10,5;11;"B";"< 1 year";"MORTGAGE";79;"Charged Off";"home_improvement";4,57;"default_new";"Medium";"Junior"
10;10;13;"C";"4 years";"RENT";47,5;"Charged Off";"debt_consolidation";21,3;"default_new";"Medium";"Junior"
1,5;1,5;13;"C";"3 years";"MORTGAGE";54;"Charged Off";"debt_consolidation";20,7;"default_new";"Medium";"Junior"
20;20;16;"D";"2 years";"RENT";52;"Charged Off";"other";0,6;"default_new";"Medium";"Junior"
5;5;19;"F";"< 1 year";"OWN";30,28824;"Charged Off";"small_business";2,5;"default_new";"High";"Junior"
2,4;2,4;14;"C";"< 1 year";"RENT";28,8;"Charged Off";"debt_consolidation";19,13;"default_new";"Medium";"Junior"
3,6;3,6;14;"D";"< 1 year";"RENT";24;"Charged Off";"other";4,75;"default_new";"Medium";"Junior"
5;5;14;"D";"4 years";"OWN";33;"Charged Off";"debt_consolidation";18,62;"default_new";"Medium";"Junior"
1,6;1,6;13;"C";"2 years";"OWN";12,36;"Charged Off";"other";21,46;"default_new";"Medium";"Junior"
14;14;13;"C";"< 1 year";"MORTGAGE";115;"Charged Off";"debt_consolidation";15,43;"default_new";"Medium";"Junior"
15;15;17;"E";"< 1 year";"MORTGAGE";89;"Charged Off";"small_business";7,15;"default_new";"Medium";"Junior"
10;10;12;"B";"10+ years";"RENT";30;"Charged Off";"other";24,56;"default_new";"Medium";"Senior"
5,1;5,1;13;"C";"4 years";"MORTGAGE";70;"Charged Off";"home_improvement";9,14;"default_new";"Medium";"Junior"
5;5;13;"C";"2 years";"RENT";50;"Charged Off";"debt_consolidation";3,26;"default_new";"Medium";"Junior"
12,5;12,5;8;"A";"5 years";"MORTGAGE";136,5;"Charged Off";"home_improvement";4,26;"default_new";"Low";"Mid-level"
16;16;19;"F";"2 years";"RENT";64,575;"Charged Off";"other";19,36;"default_new";"High";"Junior"
18;18;12;"B";"3 years";"RENT";65;"Charged Off";"major_purchase";13,9;"default_new";"Medium";"Junior"
10;10;13;"C";"< 1 year";"RENT";95;"Charged Off";"debt_consolidation";8,29;"default_new";"Medium";"Junior"
9;9;14;"D";"2 years";"RENT";30;"Charged Off";"major_purchase";15,44;"default_new";"Medium";"Junior"
6,5;6,5;14;"D";"1 year";"RENT";60;"Charged Off";"house";1,08;"default_new";"Medium";"Junior"
6,5;6,5;15;"D";"4 years";"RENT";36;"Charged Off";"debt_consolidation";14,97;"default_new";"Medium";"Junior"
5;5;14;"D";"< 1 year";"OWN";14,4;"Charged Off";"other";11;"default_new";"Medium";"Junior"
14;14;13;"C";"1 year";"RENT";54;"Charged Off";"debt_consolidation";15;"default_new";"Medium";"Junior"
5;5;14;"D";"2 years";"RENT";30;"Charged Off";"other";24,4;"default_new";"Medium";"Junior"
7;7;14;"D";"10+ years";"MORTGAGE";43,8;"Charged Off";"debt_consolidation";12,66;"default_new";"Medium";"Senior"
18;18;13;"C";"7 years";"MORTGAGE";47,682;"Charged Off";"other";12,33;"default_new";"Medium";"Mid-level"
4,9;4,9;13;"C";"< 1 year";"OWN";36;"Charged Off";"other";19,53;"default_new";"Medium";"Junior"
5;5;11;"B";"10+ years";"MORTGAGE";58;"Charged Off";"debt_consolidation";8,67;"default_new";"Medium";"Senior"
2,5;2,5;12;"B";"7 years";"MORTGAGE";44,34;"Charged Off";"other";22,41;"default_new";"Medium";"Mid-level"
6;6;11;"B";"< 1 year";"MORTGAGE";60;"Charged Off";"medical";18,82;"default_new";"Medium";"Junior"
3,5;3,5;8;"A";"2 years";"MORTGAGE";48;"Charged Off";"other";15,8;"default_new";"Low";"Junior"
3;3;11;"B";"7 years";"RENT";80,4;"Charged Off";"other";23,67;"default_new";"Medium";"Mid-level"
2,4;2,4;13;"C";"< 1 year";"RENT";26,4;"Charged Off";"other";21;"default_new";"Medium";"Junior"
5;5;13;"C";"< 1 year";"RENT";42;"Charged Off";"other";13,49;"default_new";"Medium";"Junior"
21;21;13;"C";"6 years";"OWN";68;"Charged Off";"other";17,95;"default_new";"Medium";"Mid-level"
8,5;8,5;13;"C";"5 years";"RENT";40;"Charged Off";"debt_consolidation";16,05;"default_new";"Medium";"Mid-level"
20,4;20,4;17;"E";"2 years";"OWN";57;"Charged Off";"car";6,84;"default_new";"Medium";"Junior"
23;23;12;"B";"2 years";"RENT";78;"Charged Off";"credit_card";8,58;"default_new";"Medium";"Junior"
24,25;24,25;12;"B";"10+ years";"OWN";54,578;"Charged Off";"debt_consolidation";17,41;"default_new";"Medium";"Senior"
20;20;11;"B";"1 year";"MORTGAGE";76;"Charged Off";"debt_consolidation";10,72;"default_new";"Medium";"Junior"
6;6;8;"A";"10+ years";"RENT";105;"Charged Off";"other";10,42;"default_new";"Low";"Senior"
5;5;12;"B";"2 years";"RENT";37,3;"Charged Off";"debt_consolidation";21,49;"default_new";"Medium";"Junior"
12;12;12;"C";"10+ years";"RENT";32;"Charged Off";"debt_consolidation";21,68;"default_new";"Medium";"Senior"
4;4;12;"C";"2 years";"OWN";18;"Charged Off";"other";13,8;"default_new";"Medium";"Junior"
16;16;15;"D";"3 years";"RENT";70;"Charged Off";"debt_consolidation";20,64;"default_new";"Medium";"Junior"
7;7;14;"C";"< 1 year";"RENT";32;"Charged Off";"debt_consolidation";13,35;"default_new";"Medium";"Junior"
14,1;14,1;14;"C";"7 years";"RENT";52;"Charged Off";"credit_card";20,91;"default_new";"Medium";"Mid-level"
4,75;4,75;16;"E";"< 1 year";"MORTGAGE";31,2;"Charged Off";"small_business";18,27;"default_new";"Medium";"Junior"
5;5;13;"C";"2 years";"MORTGAGE";110;"Charged Off";"home_improvement";15,4;"default_new";"Medium";"Junior"
6;6;12;"B";"2 years";"RENT";24;"Charged Off";"debt_consolidation";9,65;"default_new";"Medium";"Junior"
3,25;3,25;8;"A";"< 1 year";"RENT";45;"Charged Off";"other";6,13;"default_new";"Low";"Junior"
11,2;11,2;11;"B";"1 year";"MORTGAGE";35;"Charged Off";"debt_consolidation";10,8;"default_new";"Medium";"Junior"
24,25;24,25;13;"C";"10+ years";"RENT";130;"Charged Off";"home_improvement";2,06;"default_new";"Medium";"Senior"
6,25;6,25;12;"C";"1 year";"OWN";29;"Charged Off";"debt_consolidation";23,26;"default_new";"Medium";"Junior"
6;6;8;"A";"3 years";"OWN";50;"Charged Off";"home_improvement";15,7;"default_new";"Low";"Junior"
13,65;13,65;16;"E";"< 1 year";"RENT";33;"Charged Off";"small_business";7,89;"default_new";"Medium";"Junior"
9;9;11;"B";"4 years";"RENT";32;"Charged Off";"debt_consolidation";11,36;"default_new";"Medium";"Junior"
17;17;17;"E";"3 years";"MORTGAGE";64,8;"Charged Off";"small_business";14,13;"default_new";"Medium";"Junior"
1,5;1,5;8;"A";"3 years";"RENT";40;"Charged Off";"other";9,6;"default_new";"Low";"Junior"
7,75;7,75;16;"E";"2 years";"RENT";26;"Charged Off";"small_business";19,52;"default_new";"Medium";"Junior"
10;10;13;"C";"10+ years";"OWN";55;"Charged Off";"debt_consolidation";18,22;"default_new";"Medium";"Senior"
9;9;7;"A";"< 1 year";"MORTGAGE";33,612;"Charged Off";"debt_consolidation";15,1;"default_new";"Low";"Junior"
18,25;18,25;14;"C";"8 years";"RENT";52;"Charged Off";"debt_consolidation";23,12;"default_new";"Medium";"Mid-level"
8;8;11;"B";"10+ years";"MORTGAGE";49,59;"Charged Off";"debt_consolidation";10,79;"default_new";"Medium";"Senior"
12;12;11;"B";"2 years";"RENT";45;"Charged Off";"debt_consolidation";23,2;"default_new";"Medium";"Junior"
8,95;8,95;13;"C";"1 year";"RENT";39;"Charged Off";"credit_card";22,12;"default_new";"Medium";"Junior"
8,5;8,5;13;"C";"2 years";"RENT";18;"Charged Off";"major_purchase";13,67;"default_new";"Medium";"Junior"
3;3;13;"C";"< 1 year";"OWN";62,5;"Charged Off";"major_purchase";4,63;"default_new";"Medium";"Junior"
5;5;14;"D";"< 1 year";"RENT";48;"Charged Off";"debt_consolidation";13,68;"default_new";"Medium";"Junior"
15;15;15;"D";"< 1 year";"MORTGAGE";50;"Charged Off";"small_business";5,26;"default_new";"Medium";"Junior"
8;8;14;"C";"< 1 year";"RENT";88,5;"Charged Off";"other";11,61;"default_new";"Medium";"Junior"
14;14;14;"C";"< 1 year";"MORTGAGE";44;"Charged Off";"small_business";21,82;"default_new";"Medium";"Junior"
15;15;12;"B";"< 1 year";"MORTGAGE";84;"Charged Off";"home_improvement";10,13;"default_new";"Medium";"Junior"
5;5;17;"E";"< 1 year";"OWN";77;"Charged Off";"small_business";23,19;"default_new";"Medium";"Junior"
12;12;14;"C";"4 years";"RENT";85;"Charged Off";"debt_consolidation";15,78;"default_new";"Medium";"Junior"
22;22;11;"B";"8 years";"RENT";89,65;"Charged Off";"car";0,56;"default_new";"Medium";"Mid-level"
15;15;12;"C";"2 years";"MORTGAGE";87;"Charged Off";"debt_consolidation";13,38;"default_new";"Medium";"Junior"
12;12;11;"B";"< 1 year";"MORTGAGE";35,4;"Charged Off";"debt_consolidation";5,69;"default_new";"Medium";"Junior"
8;8;12;"B";"5 years";"RENT";36;"Charged Off";"debt_consolidation";17,27;"default_new";"Medium";"Mid-level"
14,5;14,5;17;"E";"< 1 year";"RENT";30,6;"Charged Off";"debt_consolidation";12,98;"default_new";"Medium";"Junior"
2,5;2,5;13;"C";"6 years";"MORTGAGE";31,323;"Charged Off";"debt_consolidation";14,56;"default_new";"Medium";"Mid-level"
2;2;12;"B";"2 years";"RENT";32;"Charged Off";"other";9,04;"default_new";"Medium";"Junior"
8;8;15;"D";"5 years";"RENT";61;"Charged Off";"debt_consolidation";0,49;"default_new";"Medium";"Mid-level"
14,6;14,6;15;"D";"3 years";"OWN";97;"Charged Off";"debt_consolidation";18,73;"default_new";"Medium";"Junior"
6;6;13;"C";"10+ years";"RENT";45;"Charged Off";"debt_consolidation";15,36;"default_new";"Medium";"Senior"
15;15;15;"D";"< 1 year";"MORTGAGE";136,5;"Charged Off";"debt_consolidation";3,41;"default_new";"Medium";"Junior"
14,5;14,5;16;"E";"4 years";"RENT";28,8;"Charged Off";"other";7,54;"default_new";"Medium";"Junior"
8;8;14;"D";"2 years";"RENT";61;"Charged Off";"wedding";12,59;"default_new";"Medium";"Junior"
4,75;4,75;14;"D";"2 years";"OWN";25,92;"Charged Off";"other";22,36;"default_new";"Medium";"Junior"
16;16;16;"D";"< 1 year";"RENT";48;"Charged Off";"credit_card";20,6;"default_new";"Medium";"Junior"
1;1;8;"A";"< 1 year";"RENT";75;"Charged Off";"medical";2,42;"default_new";"Low";"Junior"
5;5;8;"A";"1 year";"RENT";57,6;"Charged Off";"debt_consolidation";14,33;"default_new";"Low";"Junior"
5;5;8;"A";"< 1 year";"MORTGAGE";90;"Charged Off";"major_purchase";12,59;"default_new";"Low";"Junior"
5;5;16;"E";"4 years";"RENT";60;"Charged Off";"other";3,16;"default_new";"Medium";"Junior"
25;25;12;"B";"< 1 year";"RENT";136,5;"Charged Off";"debt_consolidation";6,28;"default_new";"Medium";"Junior"
1;1;11;"B";"< 1 year";"MORTGAGE";25,2;"Charged Off";"medical";11,57;"default_new";"Medium";"Junior"
3;3;11;"B";"< 1 year";"RENT";17,4;"Charged Off";"moving";20,34;"default_new";"Medium";"Junior"
19,75;19,75;21;"G";"< 1 year";"MORTGAGE";125;"Charged Off";"debt_consolidation";19,87;"default_new";"High";"Junior"
3,25;3,25;8;"A";"< 1 year";"RENT";6;"Charged Off";"debt_consolidation";6;"default_new";"Low";"Junior"
5;5;12;"B";"2 years";"RENT";43,9;"Charged Off";"other";8,67;"default_new";"Medium";"Junior"
4,2;4,2;15;"D";"2 years";"RENT";30;"Charged Off";"other";9,8;"default_new";"Medium";"Junior"
24,25;24,25;16;"D";"< 1 year";"RENT";120;"Charged Off";"debt_consolidation";18,08;"default_new";"Medium";"Junior"
6,4;6,4;12;"C";"9 years";"RENT";70,775;"Charged Off";"major_purchase";11,09;"default_new";"Medium";"Senior"
8;8;14;"D";"4 years";"RENT";62,4;"Charged Off";"house";4,5;"default_new";"Medium";"Junior"
5;5;12;"C";"< 1 year";"MORTGAGE";52,8;"Charged Off";"home_improvement";16,57;"default_new";"Medium";"Junior"
9,5;9,5;15;"D";"4 years";"MORTGAGE";36;"Charged Off";"debt_consolidation";21,87;"default_new";"Medium";"Junior"
8;8;12;"C";"1 year";"MORTGAGE";84;"Charged Off";"credit_card";6,19;"default_new";"Medium";"Junior"
7,75;7,75;12;"B";"< 1 year";"MORTGAGE";23,868;"Charged Off";"credit_card";3,27;"default_new";"Medium";"Junior"
10;10;14;"C";"< 1 year";"RENT";52,5;"Charged Off";"debt_consolidation";13,49;"default_new";"Medium";"Junior"
12;12;11;"B";"10+ years";"MORTGAGE";75;"Charged Off";"wedding";7,82;"default_new";"Medium";"Senior"
6;6;14;"D";"< 1 year";"RENT";30;"Charged Off";"debt_consolidation";16,2;"default_new";"Medium";"Junior"
5;5;11;"B";"2 years";"OWN";88,9;"Charged Off";"major_purchase";5,66;"default_new";"Medium";"Junior"
8,4;8,4;13;"C";"< 1 year";"RENT";50;"Charged Off";"debt_consolidation";5,78;"default_new";"Medium";"Junior"
7,5;7,5;12;"B";"2 years";"RENT";36,32;"Charged Off";"debt_consolidation";13,02;"default_new";"Medium";"Junior"
5;5;12;"B";"< 1 year";"RENT";16,32;"Charged Off";"other";4,85;"default_new";"Medium";"Junior"
1,2;1,2;14;"C";"< 1 year";"RENT";4,8;"Charged Off";"other";13,75;"default_new";"Medium";"Junior"
6,5;6,5;13;"C";"1 year";"RENT";40;"Charged Off";"house";8,64;"default_new";"Medium";"Junior"
25;25;19;"F";"9 years";"MORTGAGE";136,5;"Charged Off";"credit_card";18,54;"default_new";"High";"Senior"
15;15;13;"C";"< 1 year";"RENT";81;"Charged Off";"credit_card";0,81;"default_new";"Medium";"Junior"
14,8;14,8;15;"D";"8 years";"MORTGAGE";60;"Charged Off";"debt_consolidation";15,5;"default_new";"Medium";"Mid-level"
4,5;4,5;11;"B";"< 1 year";"RENT";32;"Charged Off";"credit_card";12,98;"default_new";"Medium";"Junior"
9;9;7;"A";"1 year";"RENT";55,029;"Charged Off";"debt_consolidation";11,88;"default_new";"Low";"Junior"
2,725;2,725;12;"B";"3 years";"RENT";50;"Charged Off";"other";1,92;"default_new";"Medium";"Junior"
8;8;14;"D";"< 1 year";"RENT";115;"Charged Off";"debt_consolidation";13,36;"default_new";"Medium";"Junior"
25;25;13;"C";"< 1 year";"OWN";86,5;"Charged Off";"educational";3,27;"default_new";"Medium";"Junior"
24,25;24,25;15;"D";"2 years";"RENT";136;"Charged Off";"debt_consolidation";5,99;"default_new";"Medium";"Junior"
19,975;19,975;13;"C";"9 years";"RENT";125;"Charged Off";"other";14,16;"default_new";"Medium";"Senior"
8;8;13;"C";"1 year";"OWN";30;"Charged Off";"home_improvement";20,16;"default_new";"Medium";"Junior"
13;13;12;"C";"10+ years";"RENT";24;"Charged Off";"other";10,8;"default_new";"Medium";"Senior"
14,975;14,975;12;"B";"2 years";"RENT";30;"Charged Off";"debt_consolidation";16,08;"default_new";"Medium";"Junior"
6;6;11;"B";"1 year";"MORTGAGE";34,98;"Charged Off";"debt_consolidation";1,61;"default_new";"Medium";"Junior"
12;12;16;"D";"10+ years";"MORTGAGE";54;"Charged Off";"small_business";11,2;"default_new";"Medium";"Senior"
4;4;12;"C";"1 year";"RENT";26;"Charged Off";"other";23,22;"default_new";"Medium";"Junior"
9,25;9,25;8;"A";"1 year";"RENT";24;"Charged Off";"debt_consolidation";22,25;"default_new";"Low";"Junior"
25;25;12;"C";"4 years";"RENT";94,8;"Charged Off";"major_purchase";0,13;"default_new";"Medium";"Junior"
